ID_PREINSCRIPCION,ID_CURSO_ACADEMICO,ID_CONVOCATORIA,ID_TIPO_ACCESO_PREINS,ID_TIPO_PROCEDIMIENTO,ID_ESTUDIO_PREVIO,ID_UNIVERSIDAD,ID_CUPO_ADJUDICACION,NOTA_ADMISION,ID_PLAN_ESTUDIO,ORDEN_PREFERENCIA,RESOLUCION_SOLICITUD,SN_ADMITIDO,ORDEN_ADJUDICACION,FECHA_PREINSCRIPCION,ID_PERSONA,FECHA_NACIMIENTO,ID_SEXO,SEXO,ID_POBLACION_NACIMIENTO,ID_PAIS_NACIMIENTO,ID_PAIS_NACIONALIDAD,EDAD,FECHA_CARGA,ID_CENTRO,ID_PAIS_UNIVERSIDAD_ORIGEN,RESOLUCION_LLAMAMIENTO,NUM_LLAMAMIENTO,RESOLUCION_FINAL,ID_ESTADO_ADJUDICACION,ID_CURSO_ACADEMICO_NK,ID_RANGO_NOTA_ADMISION,SN_MATRICULADO,SN_PARTICIPA_ADJUDICACION,ID_POBLACION_FAMILIAR,SN_CREDENCIAL_UNED,FLG_CREDENCIAL_UNED,NOTA_ACCESO,ID_FECHA_CARGA,ID_TIPO_CENTRO,ID_CAMPUS,ID_POBLACION_CENTRO,ID_TIPO_ESTUDIO,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_DETALLE_CUPO_GENERAL,ID_DETALLE_CUPO_GENERAL_NK,ID_PAIS_FAMILIAR,ID_PAIS_FAMILIAR_NK,EDAD_EST,ID_EDAD_EST
100164,20150,3,2,1,8,29,4,9.72,7,5,D,N,,2015-07-22,20,1964-07-10,2,M,229,41,83,61,2021-08-18,34,36,P1,1,Resolución final para la solicitud 100164 del 2015-07-22,7,2015,1,S,S,136,S,1,8.88,20200221,5,8,200,3,33,3,6,DC06,82,PAN,Adulto,5
100165,20120,4,15,4,3,98,6,12.85,6,1,D,N,,2012-11-18,55,1980-11-02,2,M,269,15,38,45,2021-08-29,7,41,P1,1,Resolución final para la solicitud 100165 del 2012-11-18,5,2012,1,S,N,437,S,1,13.17,20230314,1,10,479,1,35,14,4,DC04,80,ETH,Menor d...,1
100166,20110,1,2,4,5,73,4,8.42,81,10,A,S,1.0,2011-01-11,33,1979-06-17,1,H,487,77,54,46,2022-01-23,38,92,P2,2,Resolución final para la solicitud 100166 del 2011-01-11,7,2011,1,S,N,344,S,1,7.34,20200402,8,7,22,9,18,10,8,DC08,39,HUN,Descono...,10
100167,20200,2,5,5,5,18,5,5.25,85,1,A,S,5.0,2020-01-13,88,1959-11-30,1,H,269,76,4,66,2021-05-13,36,79,A2,2,Resolución final para la solicitud 100167 del 2020-01-13,1,2020,1,S,S,116,S,1,6.03,20200930,6,1,423,9,20,10,8,DC08,1,ESP,Descono...,10
100168,20100,5,2,1,10,14,3,10.44,71,6,D,N,,2010-10-09,66,1959-07-14,2,M,434,90,64,66,2023-06-01,13,10,A2,2,Resolución final para la solicitud 100168 del 2010-10-09,4,2010,1,S,S,438,N,0,10.85,20200416,8,2,218,4,32,13,6,DC06,80,ETH,Adulto,5
100169,20140,1,4,5,8,41,2,6.83,47,3,P,N,,2014-10-18,87,1966-10-16,1,H,157,97,79,59,2021-11-01,37,46,D1,1,Resolución final para la solicitud 100169 del 2014-10-18,4,2014,1,N,N,199,S,1,9.48,20220706,6,2,229,3,25,4,6,DC06,29,ZWE,No consta,9
100170,20240,4,7,1,3,72,5,6.32,48,9,A,S,3.0,2024-12-07,48,1972-03-11,1,H,66,33,51,53,2020-08-22,45,9,P1,1,Resolución final para la solicitud 100170 del 2024-12-07,2,2024,1,N,N,456,S,1,12.45,20200107,6,2,401,9,38,1,1,DC01,38,PAK,Joven,2
100171,20190,4,13,4,3,90,5,6.57,69,3,A,S,5.0,2019-03-11,62,1993-07-14,2,M,402,68,66,32,2021-06-01,17,52,D2,2,Resolución final para la solicitud 100171 del 2019-03-11,1,2019,1,N,N,350,S,1,5.96,20210608,6,1,395,6,34,7,8,DC08,93,CHL,Adulto ...,4
100172,20180,1,8,4,5,34,2,7.53,38,6,A,S,4.0,2018-11-13,11,1994-05-17,2,M,310,91,93,31,2020-10-22,39,97,P2,2,Resolución final para la solicitud 100172 del 2018-11-13,3,2018,1,N,N,133,S,1,10.85,20220611,3,6,421,5,3,11,8,DC08,60,RUS,Adulto ...,7
100173,20150,2,13,5,8,92,1,9.65,78,2,A,S,5.0,2015-05-14,55,1959-08-18,2,M,307,74,54,66,2020-09-29,45,31,D1,1,Resolución final para la solicitud 100173 del 2015-05-14,3,2015,1,S,S,285,S,1,8.45,20230521,6,2,248,5,17,3,5,DC05,43,TWN,Senior,8
100174,20220,5,1,2,1,27,6,13.38,90,2,D,N,,2022-10-18,97,1965-09-23,2,M,187,21,45,60,2020-04-06,47,4,D2,2,Resolución final para la solicitud 100174 del 2022-10-18,6,2022,1,N,S,213,S,1,10.71,20220515,7,10,447,3,31,1,10,DC10,45,NOR,Senior,8
100175,20140,4,8,4,4,57,4,10.86,60,9,P,N,,2014-07-08,5,1979-03-26,2,M,150,89,18,46,2022-02-09,25,20,A2,2,Resolución final para la solicitud 100175 del 2014-07-08,7,2014,1,S,N,69,S,1,8.1,20231226,6,2,32,1,50,7,10,DC10,95,NLD,Joven a...,3
100176,20240,4,10,5,5,62,6,13.64,4,1,A,S,3.0,2024-07-18,33,1975-10-05,1,H,482,30,3,50,2023-05-18,8,89,P2,2,Resolución final para la solicitud 100176 del 2024-07-18,5,2024,1,S,N,59,N,0,13.08,20201208,5,1,482,8,4,7,9,DC09,96,SVK,Joven,2
100177,20110,1,15,4,8,63,3,11.5,60,6,P,N,,2011-08-31,58,1980-02-14,1,H,53,6,19,45,2020-05-12,14,60,A2,2,Resolución final para la solicitud 100177 del 2011-08-31,1,2011,1,S,N,247,N,0,7.25,20220825,1,9,407,4,15,5,2,DC02,18,ZAF,Descono...,10
100178,20150,1,3,3,9,25,5,6.9,15,8,D,N,,2015-04-03,76,1967-09-24,1,H,174,67,75,58,2022-02-12,10,96,P2,2,Resolución final para la solicitud 100178 del 2015-04-03,1,2015,1,S,S,468,N,0,11.6,20220101,4,5,311,2,26,11,6,DC06,24,BLZ,No consta,9
100179,20210,3,15,1,10,19,4,11.86,43,3,D,N,,2021-12-21,83,1995-10-30,2,M,216,66,46,30,2023-04-10,50,67,P1,1,Resolución final para la solicitud 100179 del 2021-12-21,6,2021,1,S,N,249,S,1,7.47,20200526,5,7,183,2,18,14,1,DC01,97,GAB,No consta,9
100180,20220,4,9,5,1,24,5,11.02,23,8,A,S,3.0,2022-10-03,15,2005-09-11,2,M,26,32,39,20,2023-04-09,22,38,P1,1,Resolución final para la solicitud 100180 del 2022-10-03,5,2022,1,S,S,140,N,0,5.21,20210912,6,7,322,5,23,3,6,DC06,18,ZAF,Adulto ...,7
100181,20190,3,4,3,4,31,1,6.97,51,3,A,S,3.0,2019-01-06,49,1971-04-02,1,H,386,54,93,54,2023-02-17,28,94,A2,2,Resolución final para la solicitud 100181 del 2019-01-06,4,2019,1,N,S,479,S,1,9.79,20230630,8,8,119,5,3,6,3,DC03,74,SRB,Joven a...,3
100182,20210,5,4,1,6,30,4,12.21,80,5,P,N,,2021-08-10,69,1978-09-04,1,H,217,78,69,47,2020-11-24,20,50,D2,2,Resolución final para la solicitud 100182 del 2021-08-10,7,2021,1,N,S,259,N,0,13.52,20210523,1,9,60,10,2,9,7,DC07,36,TUN,No consta,9
100183,20170,1,14,2,2,83,2,10.91,86,4,P,N,,2017-04-29,21,1983-10-27,1,H,331,97,44,42,2023-06-01,32,57,A2,2,Resolución final para la solicitud 100183 del 2017-04-29,1,2017,1,N,S,327,S,1,11.6,20201220,1,4,116,2,8,10,3,DC03,31,MUS,Senior,8
100184,20200,1,15,5,7,96,4,6.33,93,4,P,N,,2020-04-09,83,1972-03-26,2,M,370,99,68,53,2020-06-06,1,5,D2,2,Resolución final para la solicitud 100184 del 2020-04-09,2,2020,1,N,N,254,S,1,12.87,20201114,7,4,61,1,8,6,4,DC04,76,COM,No consta,9
100185,20230,4,12,5,5,32,2,10.74,47,3,A,S,4.0,2023-09-22,11,1997-01-26,2,M,132,94,37,28,2021-12-06,48,44,D2,2,Resolución final para la solicitud 100185 del 2023-09-22,6,2023,1,S,S,352,S,1,11.06,20220823,6,8,130,2,10,7,7,DC07,95,NLD,Menor d...,1
100186,20220,3,8,3,9,25,4,5.07,78,4,A,S,1.0,2022-09-04,37,1994-09-28,1,H,492,52,97,31,2022-03-19,44,100,P2,2,Resolución final para la solicitud 100186 del 2022-09-04,7,2022,1,S,S,204,S,1,8.9,20231113,6,5,420,9,9,12,10,DC10,72,GNB,Joven,2
100187,20210,3,14,2,9,21,1,12.42,14,10,A,S,3.0,2021-05-11,67,1959-07-07,1,H,70,35,86,66,2023-06-06,2,30,P1,1,Resolución final para la solicitud 100187 del 2021-05-11,5,2021,1,N,S,317,S,1,9.19,20221012,4,6,459,7,36,13,5,DC05,23,GTM,Joven,2
100188,20180,4,12,4,7,84,5,9.07,62,3,P,N,,2018-04-19,68,1986-12-05,1,H,313,96,27,39,2022-09-30,37,47,A1,1,Resolución final para la solicitud 100188 del 2018-04-19,4,2018,1,N,N,302,S,1,8.82,20220704,6,2,318,9,2,8,1,DC01,35,IRQ,Joven a...,3
100189,20200,1,11,5,7,56,5,13.49,14,6,P,N,,2020-07-21,38,1990-12-11,2,M,438,43,60,35,2020-02-24,28,26,A1,1,Resolución final para la solicitud 100189 del 2020-07-21,2,2020,1,N,S,298,N,0,6.7,20220110,8,8,64,4,3,2,6,DC06,14,DEU,Adulto,5
100190,20130,3,2,5,4,66,6,9.91,6,9,P,N,,2013-11-20,52,1992-02-03,2,M,56,72,18,33,2021-10-07,19,22,P2,2,Resolución final para la solicitud 100190 del 2013-11-20,6,2013,1,S,S,292,N,0,7.19,20211219,6,2,387,1,49,1,9,DC09,84,BWA,Joven a...,3
100191,20120,3,6,5,2,77,4,8.6,31,7,D,N,,2012-01-23,21,1969-11-08,1,H,340,83,93,56,2021-10-10,37,23,D1,1,Resolución final para la solicitud 100191 del 2012-01-23,4,2012,1,S,N,398,N,0,7.13,20201206,6,2,66,3,7,5,3,DC03,56,LIE,Joven,2
100192,20200,1,11,3,5,93,1,11.58,21,6,P,N,,2020-03-05,29,1970-03-17,1,H,490,77,44,55,2021-10-14,14,30,P1,1,Resolución final para la solicitud 100192 del 2020-03-05,4,2020,1,S,N,437,S,1,8.03,20210928,1,9,238,6,6,4,6,DC06,78,GNQ,Adulto,5
100193,20160,3,4,1,10,31,2,10.66,49,10,P,N,,2016-02-21,52,1979-10-14,2,M,437,12,19,46,2023-07-10,22,66,A2,2,Resolución final para la solicitud 100193 del 2016-02-21,2,2016,1,S,S,140,N,0,12.52,20211116,6,7,208,1,43,4,6,DC06,2,COG,Adulto ...,6
100194,20100,1,1,1,5,88,3,6.95,62,9,D,N,,2010-12-25,40,1973-03-07,2,M,237,98,19,52,2021-12-21,36,87,A1,1,Resolución final para la solicitud 100194 del 2010-12-25,2,2010,1,S,N,134,S,1,12.18,20230513,6,1,261,5,28,14,4,DC04,52,EST,Joven a...,3
100195,20220,3,8,1,5,94,2,11.35,82,5,A,S,4.0,2022-02-22,13,1975-04-24,2,M,147,75,13,50,2021-08-05,10,92,A1,1,Resolución final para la solicitud 100195 del 2022-02-22,3,2022,1,S,S,29,N,0,6.37,20200421,4,5,318,3,3,11,2,DC02,37,SLB,Descono...,10
100196,20220,3,13,5,1,54,3,8.91,2,8,A,S,1.0,2022-08-24,23,1998-07-25,2,M,100,22,3,27,2023-01-03,20,87,A2,2,Resolución final para la solicitud 100196 del 2022-08-24,7,2022,1,N,N,107,S,1,6.96,20230907,1,9,342,9,45,9,7,DC07,8,HTI,Joven a...,3
100197,20110,2,15,4,2,11,6,5.65,6,7,P,N,,2011-05-15,45,1960-04-15,2,M,195,51,13,65,2023-07-11,48,25,D2,2,Resolución final para la solicitud 100197 del 2011-05-15,7,2011,1,S,N,381,S,1,5.48,20210506,6,8,346,5,26,8,6,DC06,79,NAM,Adulto ...,7
100198,20220,5,5,1,7,13,3,9.54,100,6,A,S,2.0,2022-03-08,94,1986-05-26,2,M,223,5,7,39,2022-04-11,46,66,A1,1,Resolución final para la solicitud 100198 del 2022-03-08,6,2022,1,N,N,394,S,1,8.61,20200704,5,5,436,6,35,15,5,DC05,13,MCO,Joven,2
100199,20230,5,5,5,4,87,2,13.06,83,4,P,N,,2023-01-15,15,1997-12-19,2,M,390,70,70,28,2023-11-14,19,30,A1,1,Resolución final para la solicitud 100199 del 2023-01-15,4,2023,1,N,N,207,N,0,8.79,20231026,6,2,117,9,26,12,5,DC05,38,PAK,No consta,9
100200,20150,2,9,3,4,15,2,6.55,73,10,A,S,1.0,2015-07-12,100,1980-12-09,1,H,482,23,100,45,2020-12-12,24,76,D2,2,Resolución final para la solicitud 100200 del 2015-07-12,3,2015,1,S,S,123,N,0,12.48,20210812,6,2,192,2,15,4,1,DC01,40,TUV,Senior,8
100201,20240,2,4,1,2,27,2,10.55,62,5,D,N,,2024-03-25,58,1980-03-13,1,H,371,59,73,45,2023-05-12,14,62,A2,2,Resolución final para la solicitud 100201 del 2024-03-25,3,2024,1,S,N,473,N,0,10.0,20221216,1,9,297,2,9,8,7,DC07,7,AUT,Descono...,10
100202,20140,3,6,3,3,90,4,12.26,29,9,A,S,3.0,2014-10-21,93,2002-07-08,1,H,369,2,65,23,2022-07-04,1,10,D1,1,Resolución final para la solicitud 100202 del 2014-10-21,3,2014,1,N,S,323,N,0,6.6,20220528,7,4,426,2,34,7,4,DC04,82,PAN,No consta,9
100203,20170,5,9,4,7,5,3,8.12,12,6,P,N,,2017-11-07,78,1970-03-24,2,M,442,71,19,55,2023-06-27,46,33,A2,2,Resolución final para la solicitud 100203 del 2017-11-07,2,2017,1,S,S,71,S,1,13.71,20230213,5,5,257,8,42,10,8,DC08,55,SMR,Adulto ...,4
100204,20160,3,14,4,7,70,1,8.31,64,2,P,N,,2016-07-19,15,1970-09-26,2,M,483,70,92,55,2023-08-15,35,100,D1,1,Resolución final para la solicitud 100204 del 2016-07-19,2,2016,1,N,S,493,N,0,8.19,20230602,5,4,499,3,39,7,9,DC09,79,NAM,No consta,9
100205,20240,2,14,2,2,33,6,13.77,34,3,A,S,1.0,2024-06-22,4,1974-09-18,1,H,52,6,24,51,2021-12-07,8,55,P1,1,Resolución final para la solicitud 100205 del 2024-06-22,3,2024,1,S,S,97,S,1,10.23,20220711,5,1,241,6,16,5,9,DC09,99,KWT,No consta,9
100206,20240,1,9,1,5,53,5,5.49,100,7,D,N,,2024-08-21,85,1965-11-09,1,H,379,39,10,60,2020-10-30,22,48,A2,2,Resolución final para la solicitud 100206 del 2024-08-21,6,2024,1,S,S,34,N,0,11.45,20221028,6,7,364,1,41,15,8,DC08,97,GAB,No consta,9
100207,20140,2,14,3,10,60,5,9.44,86,9,P,N,,2014-06-03,99,1960-10-16,2,M,36,77,78,65,2022-02-04,4,65,A1,1,Resolución final para la solicitud 100207 del 2014-06-03,2,2014,1,S,S,215,S,1,9.45,20230522,3,6,435,7,24,6,2,DC02,55,SMR,Menor d...,1
100208,20240,2,3,3,1,65,6,11.78,67,8,D,N,,2024-07-11,47,1965-04-21,2,M,73,54,50,60,2022-05-02,2,72,P1,1,Resolución final para la solicitud 100208 del 2024-07-11,3,2024,1,S,N,221,N,0,12.33,20230306,4,6,301,3,43,7,8,DC08,18,ZAF,Adulto,5
100209,20160,3,9,3,1,27,3,5.25,53,6,A,S,5.0,2016-02-16,19,1971-04-19,1,H,243,35,31,54,2023-01-27,9,61,A2,2,Resolución final para la solicitud 100209 del 2016-02-16,1,2016,1,S,N,282,S,1,7.08,20200329,7,3,157,1,11,5,1,DC01,15,CAN,Menor d...,1
100210,20220,4,7,2,2,44,5,11.14,77,4,A,S,5.0,2022-07-14,54,1980-10-25,2,M,320,12,32,45,2020-08-05,2,59,P2,2,Resolución final para la solicitud 100210 del 2022-07-14,3,2022,1,S,N,109,S,1,7.56,20201110,4,6,61,2,24,4,3,DC03,14,DEU,No consta,9
100211,20210,4,1,4,10,35,1,13.99,99,1,D,N,,2021-01-10,36,1963-10-11,2,M,124,36,88,62,2023-05-05,9,55,A1,1,Resolución final para la solicitud 100211 del 2021-01-10,5,2021,1,S,N,45,N,0,13.17,20221109,7,3,158,5,12,9,9,DC09,69,TZA,Joven a...,3
100212,20200,4,6,5,6,29,3,5.85,61,1,D,N,,2020-11-18,99,1967-12-27,2,M,37,78,56,58,2022-08-01,37,7,A1,1,Resolución final para la solicitud 100212 del 2020-11-18,7,2020,1,S,S,439,N,0,6.16,20200930,6,2,111,8,23,7,6,DC06,13,MCO,Adulto ...,4
100213,20220,2,11,2,5,52,2,6.31,76,6,A,S,1.0,2022-05-14,100,1996-12-04,1,H,151,56,80,29,2021-12-20,49,29,D2,2,Resolución final para la solicitud 100213 del 2022-05-14,3,2022,1,N,N,290,S,1,12.67,20210220,6,1,259,5,34,2,9,DC09,41,MOZ,Menor d...,1
100214,20230,5,7,4,7,93,5,9.06,9,5,P,N,,2023-04-20,54,1974-05-27,2,M,395,96,74,51,2020-01-11,29,10,D1,1,Resolución final para la solicitud 100214 del 2023-04-20,6,2023,1,S,N,456,N,0,6.5,20200803,3,3,179,3,3,8,8,DC08,12,ITA,Menor d...,1
100215,20200,4,8,3,7,48,5,6.67,56,10,D,N,,2020-08-05,97,1974-06-07,2,M,206,27,72,51,2022-08-15,43,83,D2,2,Resolución final para la solicitud 100215 del 2020-08-05,5,2020,1,N,N,246,S,1,6.56,20200626,3,7,357,6,46,10,5,DC05,93,CHL,Adulto ...,6
100216,20160,3,6,4,1,6,2,9.1,51,10,P,N,,2016-05-28,36,1991-10-17,2,M,451,10,9,34,2020-08-31,10,81,P1,1,Resolución final para la solicitud 100216 del 2016-05-28,5,2016,1,N,N,13,N,0,7.86,20201208,4,5,185,7,24,7,9,DC09,75,PRY,Adulto,5
100217,20150,2,2,3,1,89,1,7.55,24,3,A,S,4.0,2015-05-12,5,1960-08-22,2,M,223,11,57,65,2020-09-13,15,9,P1,1,Resolución final para la solicitud 100217 del 2015-05-12,7,2015,1,N,N,15,S,1,8.03,20210901,4,9,189,7,31,8,4,DC04,30,HND,Adulto ...,7
100218,20210,2,12,3,6,78,3,12.67,54,4,D,N,,2021-02-19,90,2007-05-03,1,H,427,92,96,18,2021-05-12,39,95,P2,2,Resolución final para la solicitud 100218 del 2021-02-19,2,2021,1,S,N,58,S,1,8.45,20230622,3,6,454,2,16,9,4,DC04,35,IRQ,Joven a...,3
100219,20140,5,7,1,7,9,6,11.64,83,10,A,S,3.0,2014-01-30,43,1989-05-30,2,M,246,27,76,36,2022-02-10,2,6,P2,2,Resolución final para la solicitud 100219 del 2014-01-30,3,2014,1,N,N,160,N,0,5.53,20210720,4,6,439,6,34,5,9,DC09,4,CUB,Joven a...,3
100220,20190,3,2,5,3,61,3,11.83,38,10,P,N,,2019-07-24,99,2001-04-26,2,M,155,58,40,24,2021-03-21,45,64,P2,2,Resolución final para la solicitud 100220 del 2019-07-24,2,2019,1,N,N,323,S,1,9.15,20220608,6,2,43,8,3,12,2,DC02,82,PAN,Joven,2
100221,20210,1,8,4,2,35,4,9.03,22,8,P,N,,2021-10-10,2,1963-06-28,1,H,131,85,50,62,2021-12-18,29,10,P1,1,Resolución final para la solicitud 100221 del 2021-10-10,5,2021,1,S,N,302,N,0,7.4,20210506,3,3,269,5,44,11,1,DC01,13,MCO,Joven,2
100222,20240,4,2,5,3,33,1,12.17,12,8,P,N,,2024-04-26,1,1961-10-16,1,H,300,46,92,64,2020-03-28,47,40,A1,1,Resolución final para la solicitud 100222 del 2024-04-26,2,2024,1,S,S,326,N,0,6.58,20210602,7,10,180,3,4,10,9,DC09,68,GRC,Joven,2
100223,20110,1,8,3,6,82,6,10.65,8,8,P,N,,2011-10-11,55,1973-09-19,2,M,159,20,4,52,2021-05-31,10,93,D2,2,Resolución final para la solicitud 100223 del 2011-10-11,6,2011,1,N,N,18,S,1,5.57,20210526,4,5,206,8,27,14,2,DC02,80,ETH,Adulto ...,7
100224,20160,1,12,1,10,66,4,8.22,69,2,A,S,5.0,2016-11-27,58,1963-08-12,1,H,104,38,100,62,2020-09-09,1,79,P2,2,Resolución final para la solicitud 100224 del 2016-11-27,6,2016,1,S,S,21,S,1,8.03,20231004,7,4,98,1,2,2,4,DC04,2,COG,Joven a...,3
100225,20220,1,6,4,3,53,5,8.76,42,1,P,N,,2022-05-17,85,1970-02-28,1,H,106,70,73,55,2020-08-02,38,45,A1,1,Resolución final para la solicitud 100225 del 2022-05-17,3,2022,1,N,N,309,S,1,10.77,20230328,8,7,473,10,7,8,6,DC06,38,PAK,Senior,8
100226,20100,2,6,4,10,8,4,13.02,85,9,D,N,,2010-03-07,24,1971-09-01,1,H,450,18,76,54,2023-11-29,11,97,D2,2,Resolución final para la solicitud 100226 del 2010-03-07,3,2010,1,N,N,454,S,1,12.01,20200830,1,2,352,2,36,4,10,DC10,86,BHR,Adulto,5
100227,20100,2,14,1,1,95,4,10.17,97,8,A,S,1.0,2010-05-29,84,1978-05-17,1,H,85,63,52,47,2020-03-09,45,59,P2,2,Resolución final para la solicitud 100227 del 2010-05-29,2,2010,1,S,N,194,S,1,12.13,20231223,6,2,247,1,8,7,6,DC06,55,SMR,Adulto ...,4
100228,20180,4,12,3,8,81,5,12.87,26,6,D,N,,2018-05-23,23,2002-05-24,2,M,136,82,67,23,2023-06-16,6,66,A2,2,Resolución final para la solicitud 100228 del 2018-05-23,4,2018,1,N,N,226,S,1,9.87,20231002,8,3,375,7,46,2,2,DC02,17,URY,Adulto,5
100229,20140,3,10,1,6,15,6,8.0,49,7,A,S,2.0,2014-01-10,10,1970-09-21,1,H,396,89,10,55,2020-08-20,6,96,P2,2,Resolución final para la solicitud 100229 del 2014-01-10,2,2014,1,S,S,318,N,0,6.01,20230209,8,3,226,5,7,12,9,DC09,74,SRB,Adulto ...,6
100230,20120,4,7,4,6,18,6,8.61,65,5,P,N,,2012-08-07,53,1990-11-22,2,M,372,6,13,35,2023-07-14,24,89,P1,1,Resolución final para la solicitud 100230 del 2012-08-07,2,2012,1,S,S,378,N,0,10.99,20220527,6,2,158,8,1,13,5,DC05,36,TUN,Adulto ...,4
100231,20220,3,11,3,1,17,5,12.34,59,5,P,N,,2022-09-28,73,1997-12-22,2,M,64,57,84,28,2023-06-07,5,99,P2,2,Resolución final para la solicitud 100231 del 2022-09-28,6,2022,1,S,N,308,S,1,6.49,20231017,5,1,134,10,33,4,4,DC04,17,URY,Adulto ...,4
100232,20130,1,5,2,10,9,5,10.46,10,4,A,S,3.0,2013-10-14,43,2007-08-16,2,M,155,7,82,18,2021-10-19,25,67,P2,2,Resolución final para la solicitud 100232 del 2013-10-14,5,2013,1,S,S,118,S,1,9.21,20230426,6,2,292,3,25,2,3,DC03,15,CAN,Adulto ...,6
100233,20190,4,9,5,5,46,4,12.25,76,3,P,N,,2019-06-16,17,1973-12-20,1,H,9,67,64,52,2023-02-27,40,96,A1,1,Resolución final para la solicitud 100233 del 2019-06-16,5,2019,1,S,S,251,S,1,12.72,20220808,6,8,56,8,49,3,7,DC07,3,ISL,Descono...,10
100234,20170,2,9,5,5,78,3,9.19,25,5,D,N,,2017-01-26,67,1966-01-14,1,H,152,85,90,59,2022-03-02,44,23,P1,1,Resolución final para la solicitud 100234 del 2017-01-26,7,2017,1,N,S,311,S,1,5.82,20200605,6,5,253,4,17,6,9,DC09,94,UGA,Senior,8
100235,20160,3,6,4,9,62,5,13.53,51,10,A,S,5.0,2016-11-30,40,1986-04-24,2,M,368,93,32,39,2022-12-01,36,35,D2,2,Resolución final para la solicitud 100235 del 2016-11-30,3,2016,1,S,N,203,N,0,6.29,20210302,6,1,381,7,29,8,9,DC09,5,SWZ,Adulto ...,6
100236,20170,2,11,3,10,97,3,10.02,11,7,P,N,,2017-05-13,64,1986-04-13,1,H,326,5,15,39,2022-08-19,20,7,D2,2,Resolución final para la solicitud 100236 del 2017-05-13,6,2017,1,S,N,157,S,1,8.55,20200208,1,9,340,6,23,15,4,DC04,74,SRB,Descono...,10
100237,20210,3,14,2,5,65,4,5.3,88,2,P,N,,2021-07-16,45,1975-07-10,2,M,461,77,53,50,2021-02-07,3,42,P1,1,Resolución final para la solicitud 100237 del 2021-07-16,1,2021,1,N,S,263,N,0,6.59,20211215,2,6,27,3,48,15,10,DC10,44,YEM,Descono...,10
100238,20120,1,9,5,8,80,1,12.16,65,7,A,S,1.0,2012-11-02,83,2006-06-09,2,M,192,77,86,19,2020-10-03,35,29,P1,1,Resolución final para la solicitud 100238 del 2012-11-02,2,2012,1,N,S,344,N,0,6.19,20231128,5,4,201,2,27,7,5,DC05,78,GNQ,No consta,9
100239,20200,5,12,1,1,69,2,10.35,8,4,D,N,,2020-03-26,8,1969-02-03,2,M,442,37,22,56,2021-04-15,49,21,D2,2,Resolución final para la solicitud 100239 del 2020-03-26,1,2020,1,N,N,45,S,1,5.41,20200921,6,1,492,6,31,4,8,DC08,61,CHN,Adulto ...,7
100240,20220,5,6,3,8,33,6,5.41,76,6,A,S,5.0,2022-08-19,98,1978-05-16,1,H,376,3,87,47,2021-03-25,9,18,D1,1,Resolución final para la solicitud 100240 del 2022-08-19,7,2022,1,N,S,230,N,0,5.92,20230327,7,3,106,3,25,8,8,DC08,26,MNG,Adulto ...,7
100241,20200,1,13,3,2,87,4,13.4,60,2,D,N,,2020-01-29,84,1965-03-28,1,H,129,34,92,60,2023-06-28,6,23,P2,2,Resolución final para la solicitud 100241 del 2020-01-29,5,2020,1,N,S,305,S,1,13.7,20200723,8,3,131,9,36,15,8,DC08,28,KAZ,Joven,2
100242,20210,4,6,4,9,29,2,8.01,62,3,A,S,2.0,2021-01-28,52,1993-08-21,2,M,497,54,28,32,2023-01-28,2,38,A2,2,Resolución final para la solicitud 100242 del 2021-01-28,3,2021,1,S,N,230,S,1,9.17,20230208,4,6,447,7,23,10,9,DC09,67,SVN,Adulto ...,7
100243,20150,4,8,4,9,8,2,12.92,26,9,P,N,,2015-08-25,3,1960-10-03,1,H,126,21,57,65,2021-07-18,17,71,P2,2,Resolución final para la solicitud 100243 del 2015-08-25,4,2015,1,S,S,46,N,0,5.09,20210928,6,1,70,3,44,13,4,DC04,8,HTI,No consta,9
100244,20240,4,15,4,4,98,5,10.99,29,9,P,N,,2024-01-08,90,1994-06-08,1,H,162,71,94,31,2022-03-27,19,41,D1,1,Resolución final para la solicitud 100244 del 2024-01-08,3,2024,1,S,N,304,S,1,11.11,20221107,6,2,208,7,13,6,4,DC04,91,QAT,Adulto ...,7
100245,20220,4,7,3,7,35,1,10.77,1,3,D,N,,2022-11-04,52,1965-06-30,2,M,159,97,6,60,2020-07-23,1,95,D1,1,Resolución final para la solicitud 100245 del 2022-11-04,5,2022,1,N,S,452,S,1,7.01,20210414,7,4,395,1,14,4,8,DC08,4,CUB,Adulto ...,7
100246,20180,2,8,4,5,22,5,11.3,22,2,P,N,,2018-02-12,35,1978-03-01,1,H,450,43,51,47,2021-04-26,34,43,D2,2,Resolución final para la solicitud 100246 del 2018-02-12,7,2018,1,N,N,186,N,0,8.69,20220211,5,8,220,2,21,8,8,DC08,69,TZA,No consta,9
100247,20150,2,5,3,8,98,5,8.15,12,3,P,N,,2015-12-04,44,1992-04-23,2,M,78,64,49,33,2022-05-21,29,11,D2,2,Resolución final para la solicitud 100247 del 2015-12-04,1,2015,1,N,N,393,S,1,6.25,20231113,3,3,334,5,25,10,6,DC06,50,NZL,Adulto ...,6
