ID_CURSO_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_EXPEDIENTE_EST_PROPIO_NK,ID_EXPEDIENTE_EST_PROPIO,ID_PERSONA_NIP_NK,ID_PERSONA,ID_ESTUDIO_PROPIO_NK,ID_ESTUDIO_PROPIO_EDICION_NK,ID_ESTUDIO_PROPIO,ID_ESTUDIO_PROPIO_TIPO_NK,ID_ESTUDIO_PROPIO_TIPO,ID_ESTUDIO_PROPIO_MODALIDAD_NK,ID_ESTUDIO_PROPIO_MODALIDAD,TOTAL_CREDITOS_EP,NUMERO_CURSOS_EP,ID_CENTRO_DEPT_GESTION_EP_NK,ID_CENTRO_DEPT_GESTION_EP,ID_RAMA_CONOCIMIENTO_EP_NK,ID_RAMA_ESTUDIO_PROPIO,ANO_ACAD_APERTURA,CREDITOS_MATRICULADOS,FECHA_MATRICULA,ID_FECHA_MATRICULA,FLG_NUEVO_INGRESO,SN_NUEVO_INGRESO,FLG_ESTUDIANTE_INTERNACIONAL,SN_ESTUDIANTE_INTERNACIONAL,ID_PAIS_NACIONALIDAD,ID_PAIS_NACIONALIDAD_NK,DOCUMENTO_IDENTIDAD,FECHA_NACIMIENTO,ID_PAIS_PROCEDENCIA,ID_PAIS_PROCEDENCIA_NK,ID_POBLACION_FAMILIAR,COD_POSTAL_FAMILIAR,ID_POBLACION_CURSO,ID_PAIS_CURSO,COD_POSTAL_CURSO,SEXO,ID_SEXO,EDAD,FECHA_CARGA,ID_FECHA_CARGA,ID_ORGANO_PROPONENTE_EP_NK,ID_ORGANO_PROPONENTE_EP,EDAD_EST,ID_EDAD_EST
2015,20150,30152,30152,27133023,65,1200,7,12,EP06,6,MOD01,1,95,2,1900,19,4,5,2010,42.9,2025-05-13 18:13:50.192026,20250513,1,S,1,S,17,URY,14388899F,1959-10-03 18:13:50.192026,2,COG,433,08647,334,62,11886,M,2,65,2025-06-03 18:13:50.192026,20250603,OG001,1,31-40,5
2021,20210,30153,30153,61310453,87,2200,7,22,EP01,1,MOD02,2,42,3,3200,32,5,3,2016,23.3,2024-12-16 18:13:50.202025,20241216,1,S,1,S,84,BWA,34074517V,1968-09-22 18:13:50.203029,4,CUB,117,27782,396,21,15251,H,1,56,2025-06-03 18:13:50.203029,20250603,OG001,1,51-65,7
2016,20160,30154,30154,40526484,8,1400,8,14,EP06,6,MOD03,3,103,2,1300,13,1,3,2015,18.1,2024-06-24 18:13:50.212028,20240624,0,N,1,S,93,CHL,86863375B,2000-12-07 18:13:50.212028,53,KGZ,293,47901,86,8,52818,M,2,24,2025-06-03 18:13:50.212028,20250603,OG002,2,26-30,4
2018,20180,30155,30155,48258264,15,2200,7,22,EP06,6,MOD03,3,100,1,2300,23,3,3,2013,93.5,2024-11-19 18:13:50.223041,20241119,1,S,1,S,99,KWT,70568566N,1959-11-09 18:13:50.223041,88,ESP,409,03737,217,90,46456,M,2,65,2025-06-03 18:13:50.223041,20250603,OG006,6,31-40,5
2020,20200,30156,30156,916723,1,2500,4,25,EP04,4,MOD05,5,117,3,2700,27,2,4,2016,47.5,2024-07-02 18:13:50.233040,20240702,0,N,1,S,18,ZAF,71870728Y,1988-09-29 18:13:50.233040,20,TGO,285,45464,238,62,47022,H,1,36,2025-06-03 18:13:50.233040,20250603,OG002,2,16-18,1
2017,20170,30157,30157,44039203,70,2300,3,23,EP06,6,MOD05,5,56,3,4100,41,3,3,2017,37.9,2025-05-09 18:13:50.242049,20250509,0,N,1,S,74,SRB,01051238T,1966-02-05 18:13:50.242049,20,TGO,363,02848,203,8,02171,H,1,59,2025-06-03 18:13:50.242049,20250603,OG004,4,22-25,3
2012,20120,30158,30158,91313946,51,1500,6,15,EP05,5,MOD01,1,25,1,3400,34,4,4,2011,23.4,2025-02-04 18:13:50.252050,20250204,0,N,1,S,25,PHL,61839826W,1980-03-22 18:13:50.252050,36,TUN,106,49263,419,88,30825,H,1,45,2025-06-03 18:13:50.252050,20250603,OG008,8,51-65,7
2016,20160,30159,30159,81300905,41,2300,3,23,EP02,2,MOD04,4,94,3,4900,49,3,2,2013,84.9,2025-05-18 18:13:50.261027,20250518,1,S,1,S,76,COM,14293968C,1965-04-05 18:13:50.261027,79,NAM,461,49921,176,8,05800,H,1,60,2025-06-03 18:13:50.261027,20250603,OG008,8,31-40,5
2024,20240,30160,30160,404729,98,900,10,9,EP04,4,MOD02,2,100,3,4100,41,1,3,2019,65.6,2024-08-19 18:13:50.271028,20240819,1,S,1,S,38,PAK,01277063B,1977-03-18 18:13:50.271028,74,SRB,249,11178,43,8,32021,H,1,48,2025-06-03 18:13:50.271028,20250603,OG007,7,16-18,1
2017,20170,30161,30161,29314711,49,1400,8,14,EP06,6,MOD03,3,111,3,2600,26,5,1,2015,82.9,2025-02-17 18:13:50.282032,20250217,0,N,1,S,99,KWT,88610158J,1972-03-07 18:13:50.282032,53,KGZ,50,18511,11,8,16004,H,1,53,2025-06-03 18:13:50.282032,20250603,OG004,4,DESC,10
2013,20130,30162,30162,92981826,16,1300,3,13,EP06,6,MOD04,4,110,3,1600,16,1,3,2009,95.6,2025-02-11 18:13:50.292044,20250211,1,S,1,S,68,GRC,24628733B,1992-10-05 18:13:50.292044,41,MOZ,248,05085,54,8,09262,H,1,32,2025-06-03 18:13:50.292044,20250603,OG001,1,19-21,2
2017,20170,30163,30163,35105069,13,300,10,3,EP05,5,MOD03,3,64,3,1700,17,2,1,2012,23.1,2024-07-27 18:13:50.303048,20240727,1,S,1,S,29,ZWE,95342836Q,1996-09-18 18:13:50.303048,54,MRT,422,10907,211,77,13542,M,2,28,2025-06-03 18:13:50.303048,20250603,OG007,7,NC,9
2012,20120,30164,30164,33214247,50,2900,10,29,EP03,3,MOD03,3,114,2,1300,13,1,3,2009,76.2,2025-03-24 18:13:50.314050,20250324,1,S,1,S,3,ISL,19956046G,1998-10-03 18:13:50.314050,70,BRN,21,46334,411,94,47692,M,2,26,2025-06-03 18:13:50.314050,20250603,OG008,8,31-40,5
2014,20140,30165,30165,48557943,58,2800,9,28,EP03,3,MOD03,3,71,3,400,4,1,2,2009,39.2,2024-07-05 18:13:50.323050,20240705,1,S,1,S,68,GRC,93564651F,1965-12-18 18:13:50.323050,69,TZA,290,45155,225,41,39937,H,1,59,2025-06-03 18:13:50.323050,20250603,OG002,2,22-25,3
2020,20200,30166,30166,62464258,21,2100,9,21,EP04,4,MOD05,5,19,4,800,8,1,1,2017,10.5,2024-12-18 18:13:50.332049,20241218,0,N,1,S,67,SVN,73540331Q,1970-04-13 18:13:50.332049,32,THA,15,19379,64,8,30333,H,1,55,2025-06-03 18:13:50.332049,20250603,OG007,7,19-21,2
2010,20100,30167,30167,404729,98,800,2,8,EP05,5,MOD01,1,110,4,1600,16,3,2,2009,37.6,2025-03-06 18:13:50.340058,20250306,0,N,1,S,93,CHL,01277063B,1986-08-01 18:13:50.340058,54,MRT,345,05537,152,8,28345,H,1,38,2025-06-03 18:13:50.340058,20250603,OG008,8,51-65,7
2020,20200,30168,30168,10482769,59,2900,10,29,EP06,6,MOD03,3,15,1,4400,44,5,2,2016,13.3,2025-01-21 18:13:50.349048,20250121,1,S,1,S,55,SMR,93982807T,1993-06-30 18:13:50.349048,9,ARG,15,02105,2,8,28956,H,1,31,2025-06-03 18:13:50.349048,20250603,OG005,5,DESC,10
2023,20230,30169,30169,34152669,97,200,6,2,EP03,3,MOD05,5,48,1,2200,22,5,1,2019,35.3,2024-08-11 18:13:50.359057,20240811,0,N,1,S,69,TZA,29750017T,1978-04-23 18:13:50.359057,42,SWE,259,27135,294,47,35252,M,2,47,2025-06-03 18:13:50.359057,20250603,OG005,5,DESC,10
2023,20230,30170,30170,49330907,33,2600,9,26,EP02,2,MOD04,4,112,3,1200,12,3,2,2019,36.2,2024-10-24 18:13:50.368048,20241024,0,N,1,S,55,SMR,48408621S,1979-04-03 18:13:50.368048,29,ZWE,10,52223,179,8,40674,H,1,46,2025-06-03 18:13:50.368048,20250603,OG006,6,19-21,2
2022,20220,30171,30171,27133023,65,400,4,4,EP06,6,MOD01,1,60,1,4800,48,5,1,2020,17.0,2024-07-21 18:13:50.377040,20240721,0,N,1,S,36,TUN,14388899F,1973-02-23 18:13:50.377040,48,ATG,418,28360,153,8,37392,M,2,52,2025-06-03 18:13:50.377040,20250603,OG001,1,26-30,4
2016,20160,30172,30172,63193474,46,100,10,1,EP06,6,MOD01,1,36,2,2000,20,2,4,2012,35.2,2025-04-12 18:13:50.386038,20250412,0,N,1,S,43,TWN,31142626M,1965-08-23 18:13:50.386038,1,ESP,60,40466,355,18,38294,H,1,59,2025-06-03 18:13:50.386038,20250603,OG007,7,DESC,10
2021,20210,30173,30173,48557943,58,2300,3,23,EP04,4,MOD05,5,111,4,2800,28,4,3,2020,39.6,2024-09-04 18:13:50.395057,20240904,0,N,1,S,13,MCO,93564651F,1987-05-10 18:13:50.395057,26,MNG,343,01573,35,8,47378,H,1,38,2025-06-03 18:13:50.395057,20250603,OG006,6,22-25,3
2020,20200,30174,30174,97077009,94,800,2,8,EP06,6,MOD03,3,48,3,2800,28,3,2,2018,13.4,2024-09-24 18:13:50.404058,20240924,0,N,1,S,20,TGO,84577590N,1965-08-03 18:13:50.404058,4,CUB,56,30748,237,83,21743,M,2,59,2025-06-03 18:13:50.404058,20250603,OG007,7,DESC,10
2011,20110,30175,30175,15601471,73,1400,8,14,EP05,5,MOD04,4,47,2,900,9,2,3,2006,10.5,2025-05-06 18:13:50.412056,20250506,1,S,1,S,65,KOR,79660334H,1965-11-22 18:13:50.412056,76,COM,258,14138,38,8,47618,M,2,59,2025-06-03 18:13:50.412056,20250603,OG003,3,NC,9
2012,20120,30176,30176,73717007,45,2600,9,26,EP05,5,MOD01,1,21,1,1300,13,3,2,2009,19.9,2025-05-26 18:13:50.423048,20250526,1,S,1,S,53,KGZ,66296194M,2002-03-25 18:13:50.423048,62,DMA,192,12023,89,8,09851,M,2,23,2025-06-03 18:13:50.423048,20250603,OG003,3,19-21,2
2021,20210,30177,30177,59791674,81,3000,5,30,EP01,1,MOD04,4,17,2,3600,36,3,2,2016,16.5,2025-05-27 18:13:50.433042,20250527,0,N,1,S,65,KOR,57905072L,1985-11-19 18:13:50.433042,4,CUB,241,46469,110,8,37250,M,2,39,2025-06-03 18:13:50.433042,20250603,OG007,7,19-21,2
2017,20170,30178,30178,60858653,83,2900,10,29,EP01,1,MOD02,2,66,4,3400,34,4,3,2015,64.4,2025-03-22 18:13:50.441038,20250322,0,N,1,S,2,COG,77219034F,1973-05-24 18:13:50.441038,98,COL,400,15985,15,8,46793,M,2,52,2025-06-03 18:13:50.441038,20250603,OG003,3,DESC,10
2010,20100,30179,30179,53143336,96,2700,3,27,EP05,5,MOD01,1,50,3,200,2,1,3,2010,14.1,2025-04-06 18:13:50.451043,20250406,0,N,1,S,26,MNG,37454589D,1958-04-14 18:13:50.451043,52,EST,408,14179,277,18,14974,M,2,67,2025-06-03 18:13:50.451043,20250603,OG001,1,NC,9
2010,20100,30180,30180,51482483,3,2200,7,22,EP02,2,MOD02,2,12,4,1200,12,3,3,2007,12.0,2024-08-21 18:13:50.460050,20240821,1,S,0,N,1,ESP,64039106E,2000-06-29 18:13:50.460050,54,MRT,67,32386,100,8,26299,H,1,24,2025-06-03 18:13:50.460050,20250603,OG003,3,>65,8
2012,20120,30181,30181,27133023,65,800,2,8,EP06,6,MOD05,5,120,3,4300,43,5,2,2011,80.6,2025-03-08 18:13:50.469058,20250308,0,N,1,S,71,LSO,14388899F,1972-10-25 18:13:50.469058,19,CMR,97,35686,43,8,51646,M,2,52,2025-06-03 18:13:50.469058,20250603,OG003,3,16-18,1
2017,20170,30182,30182,29246218,99,3000,5,30,EP06,6,MOD05,5,86,4,4500,45,5,5,2017,17.7,2024-08-23 18:13:50.478058,20240823,0,N,1,S,41,MOZ,24241541R,1979-02-27 18:13:50.478058,59,BRA,148,25980,433,43,44114,M,2,46,2025-06-03 18:13:50.478058,20250603,OG002,2,DESC,10
2014,20140,30183,30183,78176558,9,500,3,5,EP02,2,MOD03,3,53,1,1000,10,3,3,2009,48.6,2025-03-08 18:13:50.486596,20250308,0,N,1,S,81,EGY,24310690N,1990-04-13 18:13:50.486596,17,URY,188,37461,171,8,18480,H,1,35,2025-06-03 18:13:50.486596,20250603,OG004,4,31-40,5
2012,20120,30184,30184,59961498,55,3000,5,30,EP01,1,MOD03,3,75,1,2900,29,5,4,2011,31.1,2024-10-27 18:13:50.495715,20241027,1,S,1,S,47,PRT,24065965F,1997-02-19 18:13:50.495715,56,LIE,270,35778,89,8,18524,M,2,28,2025-06-03 18:13:50.495715,20250603,OG004,4,22-25,3
2015,20150,30185,30185,97077009,94,200,6,2,EP05,5,MOD05,5,118,3,4300,43,4,2,2013,99.1,2024-12-03 18:13:50.504716,20241203,0,N,1,S,69,TZA,84577590N,1968-05-05 18:13:50.504716,15,CAN,214,18477,478,91,08524,M,2,57,2025-06-03 18:13:50.504716,20250603,OG002,2,26-30,4
2014,20140,30186,30186,20560218,39,2100,9,21,EP01,1,MOD03,3,79,1,200,2,5,3,2011,73.9,2025-03-02 18:13:50.512715,20250302,0,N,1,S,100,VUT,97401489P,1973-07-25 18:13:50.512715,10,VCT,495,34011,344,55,39402,H,1,51,2025-06-03 18:13:50.512715,20250603,OG008,8,16-18,1
2022,20220,30187,30187,90297353,92,1000,8,10,EP06,6,MOD05,5,102,3,3000,30,2,4,2019,96.0,2025-01-10 18:13:50.521716,20250110,0,N,1,S,68,GRC,23253672M,1974-02-26 18:13:50.521716,88,ESP,347,35582,269,44,13072,H,1,51,2025-06-03 18:13:50.522709,20250603,OG006,6,>65,8
2019,20190,30188,30188,15759274,30,3000,5,30,EP03,3,MOD02,2,107,2,300,3,5,5,2017,10.1,2024-12-25 18:13:50.531699,20241225,1,S,1,S,15,CAN,06231203C,1966-11-10 18:13:50.531699,9,ARG,450,05506,459,85,46314,M,2,58,2025-06-03 18:13:50.531699,20250603,OG006,6,DESC,10
2014,20140,30189,30189,29246218,99,2800,9,28,EP02,2,MOD03,3,17,3,1100,11,2,4,2013,17.0,2025-05-09 18:13:50.540707,20250509,1,S,1,S,83,BEL,24241541R,1957-02-20 18:13:50.540707,60,RUS,204,45978,293,43,16623,M,2,68,2025-06-03 18:13:50.540707,20250603,OG002,2,31-40,5
2018,20180,30190,30190,96223100,76,2600,9,26,EP01,1,MOD01,1,55,2,800,8,3,4,2014,53.8,2025-01-04 18:13:50.549706,20250104,1,S,1,S,81,EGY,96915579L,1982-10-05 18:13:50.549706,98,COL,380,01199,456,80,37168,H,1,42,2025-06-03 18:13:50.549706,20250603,OG007,7,DESC,10
2023,20230,30191,30191,21436829,23,300,10,3,EP03,3,MOD04,4,26,1,2700,27,1,1,2022,17.6,2025-02-23 18:13:50.559262,20250223,0,N,1,S,74,SRB,46785445H,1971-04-18 18:13:50.559262,30,HND,337,22688,265,36,30533,M,2,54,2025-06-03 18:13:50.559262,20250603,OG004,4,41-50,6
2017,20170,30192,30192,90297353,92,1000,8,10,EP01,1,MOD03,3,49,3,4500,45,4,2,2012,32.0,2024-12-11 18:13:50.568256,20241211,1,S,1,S,43,TWN,23253672M,1970-09-13 18:13:50.568256,73,GHA,442,01496,149,8,37924,H,1,54,2025-06-03 18:13:50.568256,20250603,OG001,1,26-30,4
2023,20230,30193,30193,53143336,96,400,4,4,EP05,5,MOD02,2,104,1,1400,14,4,1,2023,52.9,2024-08-26 18:13:50.577268,20240826,1,S,1,S,51,AND,37454589D,1990-09-12 18:13:50.577268,43,TWN,137,25502,41,8,03506,M,2,34,2025-06-03 18:13:50.577268,20250603,OG003,3,NC,9
2020,20200,30194,30194,96223100,76,1700,6,17,EP06,6,MOD04,4,54,3,1200,12,3,5,2019,32.0,2024-08-29 18:13:50.586250,20240829,0,N,1,S,34,AUS,96915579L,1992-07-26 18:13:50.586250,93,CHL,83,07952,210,59,29634,H,1,32,2025-06-03 18:13:50.586250,20250603,OG007,7,19-21,2
2010,20100,30195,30195,75721444,60,1700,6,17,EP05,5,MOD04,4,60,3,3700,37,1,2,2008,47.3,2025-04-21 18:13:50.595259,20250421,1,S,1,S,93,CHL,37416724W,1986-01-05 18:13:50.595259,25,PHL,277,45110,21,8,34932,M,2,39,2025-06-03 18:13:50.595259,20250603,OG003,3,NC,9
2012,20120,30196,30196,87735896,14,1500,6,15,EP04,4,MOD04,4,75,1,1300,13,5,1,2012,18.3,2024-10-14 18:13:50.604269,20241014,1,S,1,S,38,PAK,44089268Q,1986-05-04 18:13:50.604269,17,URY,13,45551,228,36,39287,M,2,39,2025-06-03 18:13:50.604269,20250603,OG006,6,NC,9
2020,20200,30197,30197,2921981,95,1400,8,14,EP02,2,MOD05,5,10,4,3700,37,5,5,2016,10.0,2024-06-26 18:13:50.613263,20240626,0,N,1,S,50,NZL,17518636L,1957-11-28 18:13:50.613263,89,KEN,435,04345,320,13,34144,M,2,67,2025-06-03 18:13:50.613263,20250603,OG004,4,41-50,6
2020,20200,30198,30198,61310453,87,1900,7,19,EP01,1,MOD03,3,113,2,800,8,5,1,2016,77.1,2025-05-13 18:13:50.622259,20250513,1,S,1,S,97,GAB,34074517V,1996-12-10 18:13:50.622259,12,ITA,109,51037,127,8,31259,H,1,28,2025-06-03 18:13:50.622259,20250603,OG003,3,51-65,7
2013,20130,30199,30199,61066203,40,2700,3,27,EP05,5,MOD01,1,12,3,4600,46,2,3,2010,11.9,2025-03-27 18:13:50.631262,20250327,1,S,1,S,26,MNG,02503926P,2001-08-31 18:13:50.631262,26,MNG,422,11522,330,2,28575,M,2,23,2025-06-03 18:13:50.631262,20250603,OG008,8,19-21,2
2023,20230,30200,30200,72029307,67,2700,3,27,EP03,3,MOD03,3,31,2,1800,18,5,3,2018,29.6,2024-10-17 18:13:50.640268,20241017,0,N,1,S,19,CMR,50714611W,1966-10-19 18:13:50.640268,71,LSO,410,18185,185,8,18597,H,1,58,2025-06-03 18:13:50.640268,20250603,OG006,6,22-25,3
2021,20210,30201,30201,92083242,25,2800,9,28,EP06,6,MOD03,3,66,1,700,7,2,4,2020,53.7,2024-08-31 18:13:50.648262,20240831,0,N,1,S,25,PHL,56093204E,1978-10-14 18:13:50.648262,34,AUS,335,43152,38,8,44543,H,1,46,2025-06-03 18:13:50.648262,20250603,OG001,1,NC,9
2024,20240,30202,30202,17709269,84,1200,7,12,EP02,2,MOD04,4,102,4,1800,18,1,1,2023,65.5,2024-10-31 18:13:50.657259,20241031,1,S,1,S,61,CHN,04384279L,1960-12-21 18:13:50.657259,1,ESP,309,40452,400,73,24849,H,1,64,2025-06-03 18:13:50.657259,20250603,OG008,8,19-21,2
2010,20100,30203,30203,87735896,14,800,2,8,EP04,4,MOD01,1,14,2,1600,16,4,1,2007,12.5,2024-09-22 18:13:50.668269,20240922,1,S,1,S,18,ZAF,44089268Q,1982-05-11 18:13:50.668269,32,THA,40,52525,16,8,03848,M,2,43,2025-06-03 18:13:50.668269,20250603,OG003,3,NC,9
2011,20110,30204,30204,31611127,4,700,5,7,EP02,2,MOD01,1,42,3,500,5,2,1,2008,41.5,2024-08-30 18:13:50.677256,20240830,1,S,1,S,60,RUS,51801704T,1973-02-27 18:13:50.677256,27,SLV,148,42782,196,8,41189,H,1,52,2025-06-03 18:13:50.677256,20250603,OG001,1,DESC,10
2020,20200,30205,30205,48557943,58,1200,7,12,EP01,1,MOD04,4,83,4,200,2,4,2,2015,15.3,2025-02-01 18:13:50.685104,20250201,1,S,1,S,63,UZB,93564651F,1987-09-15 18:13:50.686103,89,KEN,203,10684,216,22,09194,H,1,37,2025-06-03 18:13:50.686103,20250603,OG005,5,DESC,10
2011,20110,30206,30206,75721444,60,2600,9,26,EP06,6,MOD05,5,117,4,3000,30,3,4,2010,56.7,2024-11-17 18:13:50.694113,20241117,0,N,1,S,91,QAT,37416724W,1993-01-26 18:13:50.694113,91,QAT,463,51966,387,89,03965,M,2,32,2025-06-03 18:13:50.694113,20250603,OG005,5,51-65,7
2020,20200,30207,30207,39599276,32,900,10,9,EP04,4,MOD04,4,111,3,600,6,5,4,2019,32.1,2024-07-29 18:13:50.703211,20240729,1,S,1,S,30,HND,00886008W,1995-11-10 18:13:50.703211,45,NOR,278,30648,7,8,02906,M,2,29,2025-06-03 18:13:50.703211,20250603,OG008,8,26-30,4
2011,20110,30208,30208,33214247,50,2400,5,24,EP04,4,MOD05,5,50,4,600,6,3,5,2007,12.8,2024-08-03 18:13:50.711563,20240803,0,N,1,S,57,MLI,19956046G,1983-04-05 18:13:50.711563,53,KGZ,363,08861,211,77,12706,M,2,42,2025-06-03 18:13:50.711563,20250603,OG008,8,31-40,5
2024,20240,30209,30209,92981826,16,600,9,6,EP05,5,MOD02,2,15,2,4600,46,4,4,2019,12.1,2024-11-30 18:13:50.720216,20241130,0,N,1,S,77,NGA,24628733B,1978-11-11 18:13:50.720216,21,VNM,380,31622,351,17,03147,H,1,46,2025-06-03 18:13:50.720216,20250603,OG002,2,26-30,4
2020,20200,30210,30210,75721444,60,2600,9,26,EP05,5,MOD02,2,20,2,1500,15,2,2,2016,12.1,2024-06-13 18:13:50.729201,20240613,1,S,1,S,38,PAK,37416724W,1972-10-03 18:13:50.729201,60,RUS,215,30004,440,16,51825,M,2,52,2025-06-03 18:13:50.729201,20250603,OG001,1,26-30,4
2012,20120,30211,30211,2921981,95,500,3,5,EP04,4,MOD02,2,81,2,2200,22,2,4,2011,46.1,2024-11-28 18:13:50.738203,20241128,1,S,1,S,60,RUS,17518636L,1965-06-23 18:13:50.738203,38,PAK,287,13053,320,13,19385,M,2,59,2025-06-03 18:13:50.738203,20250603,OG007,7,>65,8
2017,20170,30212,30212,70890196,56,1800,8,18,EP03,3,MOD01,1,29,4,1500,15,5,3,2012,22.7,2025-04-28 18:13:50.746211,20250428,1,S,1,S,20,TGO,75692459B,1992-12-28 18:13:50.746211,52,EST,16,48726,453,66,04706,H,1,32,2025-06-03 18:13:50.746211,20250603,OG006,6,22-25,3
2015,20150,30213,30213,97077009,94,800,2,8,EP01,1,MOD04,4,94,4,1500,15,1,2,2014,77.6,2024-07-12 18:13:50.755211,20240712,1,S,1,S,58,BGR,84577590N,2000-07-26 18:13:50.755211,5,SWZ,488,28793,115,8,20388,M,2,24,2025-06-03 18:13:50.755211,20250603,OG006,6,22-25,3
2015,20150,30214,30214,50147077,42,300,10,3,EP01,1,MOD02,2,31,1,4400,44,4,2,2013,12.6,2025-03-02 18:13:50.764216,20250302,1,S,1,S,49,BIH,56218501S,1988-07-31 18:13:50.764216,68,GRC,393,46332,300,83,14037,H,1,36,2025-06-03 18:13:50.765224,20250603,OG002,2,DESC,10
2016,20160,30215,30215,29246218,99,2400,5,24,EP01,1,MOD01,1,119,1,3900,39,4,1,2011,80.4,2024-11-18 18:13:50.773230,20241118,0,N,0,N,1,ESP,24241541R,1972-04-04 18:13:50.773230,95,NLD,38,19579,309,39,22949,M,2,53,2025-06-03 18:13:50.773230,20250603,OG001,1,16-18,1
2014,20140,30216,30216,35835371,6,700,5,7,EP05,5,MOD05,5,82,1,2400,24,3,5,2013,27.2,2024-12-30 18:13:50.784231,20241230,1,S,1,S,87,MWI,61825128R,1969-02-21 18:13:50.784231,16,BLR,352,15517,186,8,24772,H,1,56,2025-06-03 18:13:50.785222,20250603,OG001,1,19-21,2
2017,20170,30217,30217,64180488,38,2200,7,22,EP05,5,MOD03,3,10,2,3700,37,4,3,2016,10.0,2024-10-19 18:13:50.793221,20241019,0,N,1,S,23,GTM,65918033X,1996-07-24 18:13:50.793221,35,IRQ,127,26434,218,5,21334,M,2,28,2025-06-03 18:13:50.793221,20250603,OG004,4,31-40,5
2022,20220,30218,30218,87735896,14,800,2,8,EP06,6,MOD04,4,91,3,2300,23,4,1,2020,21.8,2025-05-03 18:13:50.803231,20250503,0,N,1,S,3,ISL,44089268Q,1979-07-20 18:13:50.803231,28,KAZ,240,36023,63,8,48790,M,2,45,2025-06-03 18:13:50.803231,20250603,OG006,6,DESC,10
2016,20160,30219,30219,35002007,2,1200,7,12,EP05,5,MOD04,4,18,2,1600,16,4,5,2012,15.5,2025-05-21 18:13:50.812343,20250521,1,S,1,S,33,LBR,67908740K,1970-06-29 18:13:50.812343,69,TZA,409,02848,443,34,30064,H,1,54,2025-06-03 18:13:50.812343,20250603,OG006,6,>65,8
2012,20120,30220,30220,44039203,70,2300,3,23,EP01,1,MOD05,5,115,2,4400,44,1,4,2010,75.9,2024-09-29 18:13:50.821231,20240929,1,S,1,S,7,AUT,01051238T,1997-05-18 18:13:50.821231,60,RUS,275,27302,259,36,01511,H,1,28,2025-06-03 18:13:50.821231,20250603,OG001,1,DESC,10
2010,20100,30221,30221,35002007,2,2600,9,26,EP03,3,MOD01,1,60,4,3000,30,1,3,2005,17.6,2025-04-13 18:13:50.830225,20250413,1,S,1,S,89,KEN,67908740K,1958-05-27 18:13:50.830225,76,COM,83,18446,343,55,21242,H,1,67,2025-06-03 18:13:50.830225,20250603,OG007,7,DESC,10
2017,20170,30222,30222,69839059,71,1400,8,14,EP03,3,MOD01,1,92,1,3700,37,3,3,2014,56.1,2024-09-28 18:13:50.839241,20240928,1,S,1,S,63,UZB,28258673E,1968-11-11 18:13:50.839241,6,UKR,34,11109,362,18,25449,H,1,56,2025-06-03 18:13:50.839241,20250603,OG004,4,19-21,2
2019,20190,30223,30223,92981826,16,2500,4,25,EP01,1,MOD01,1,92,3,3900,39,3,3,2015,66.0,2024-07-13 18:13:50.848224,20240713,0,N,1,S,58,BGR,24628733B,1998-10-26 18:13:50.848224,15,CAN,402,29620,108,8,26466,H,1,26,2025-06-03 18:13:50.848224,20250603,OG004,4,26-30,4
2022,20220,30224,30224,69839059,71,300,10,3,EP01,1,MOD02,2,95,3,1800,18,4,3,2020,75.5,2025-03-13 18:13:50.856231,20250313,1,S,1,S,26,MNG,28258673E,1963-05-24 18:13:50.856231,75,PRY,43,39621,450,42,19187,H,1,62,2025-06-03 18:13:50.856231,20250603,OG002,2,22-25,3
2020,20200,30225,30225,21436829,23,2100,9,21,EP06,6,MOD05,5,66,1,3600,36,3,5,2019,26.1,2025-05-31 18:13:50.865222,20250531,1,S,1,S,53,KGZ,46785445H,1985-11-30 18:13:50.865222,5,SWZ,5,10324,173,8,45137,M,2,39,2025-06-03 18:13:50.865222,20250603,OG002,2,31-40,5
2024,20240,30226,30226,94429826,27,2100,9,21,EP05,5,MOD01,1,27,2,900,9,2,2,2024,23.9,2024-08-01 18:13:50.874232,20240801,1,S,1,S,99,KWT,36937854S,1983-05-25 18:13:50.874232,33,LBR,373,43605,406,20,04637,M,2,42,2025-06-03 18:13:50.874232,20250603,OG002,2,16-18,1
2022,20220,30227,30227,68886959,85,2600,9,26,EP02,2,MOD05,5,14,2,200,2,1,1,2022,11.4,2024-08-14 18:13:50.883230,20240814,1,S,1,S,100,VUT,78819148B,1984-02-04 18:13:50.883230,63,UZB,175,14354,162,8,09106,H,1,41,2025-06-03 18:13:50.883230,20250603,OG004,4,51-65,7
2017,20170,30228,30228,87735896,14,1200,7,12,EP04,4,MOD02,2,83,4,2500,25,5,5,2015,59.4,2024-09-12 18:13:50.894223,20240912,0,N,1,S,32,THA,44089268Q,1983-02-23 18:13:50.894223,24,BLZ,81,05586,366,62,50081,M,2,42,2025-06-03 18:13:50.894223,20250603,OG004,4,22-25,3
2017,20170,30229,30229,41178850,22,1000,8,10,EP04,4,MOD02,2,77,3,2000,20,2,1,2014,41.7,2024-09-07 18:13:50.904235,20240907,1,S,1,S,19,CMR,73936385X,1988-11-17 18:13:50.904235,36,TUN,6,10728,203,8,32191,H,1,36,2025-06-03 18:13:50.904235,20250603,OG004,4,>65,8
