ID_CURSO_ACADEMICO,ID_PLAN_ESTUDIO,ID_TIPO_ESTUDIO,ID_CENTRO,ID_TIPO_ACCESO,ID_ESTUDIO_PREVIO,ID_CUPO_ADJUDICACION,PLAZAS_OFERTADAS,PLAZAS_ASIGNADAS,PLAZAS_SOLICITADAS,NOTA_AGREGADA,NOTA_CORTE_ADJUDICACION_1,NOTA_CORTE_ADJUDICACION_2,NOTA_CORTE_DEFINITIVA_1,NOTA_CORTE_DEFINITIVA_2,FLG_ADMITIDOS_TODOS_1,FLG_ADMITIDOS_TODOS_2,PARTICIPA_1,PARTICIPA_2,ID_CURSO_ACADEMICO_NK,FECHA_CARGA,NOTA_MEDIA_ADMISION,PRELA_CONVO_NOTA_DEF,PRELA_CONVO_NOTA_DEF_1,PRELA_CONVO_NOTA_DEF_2,NUM_CREDENCIAL_UNED,PLAZAS_SOLICITADAS_PREF_1,ID_FECHA_CARGA,ID_TIPO_CENTRO,ID_CAMPUS,ID_POBLACION_CENTRO,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ORDEN_BOE_PLAN,SN_DOCTORADO_VIGENTE,ID_PERSONA_NIP_COORD_NK,CORREO_COORD,ID_PERSONA_COORD,FLG_INTERUNIVERSITARIO,FLG_COORDINADOR,FLG_MULTIPLE_TITULACION,FLG_MASTER_HAB,SN_MASTER_HABILITANTE,SN_MULTIPLE_TITULACION,SN_INTERUNIVERSITARIO,SN_COORDINADOR
20140,54,1,17,15,10,5,76,64,89,6.234,13.084,10.348,13.191,10.449,N,N,1,0,2014,2023-07-16,9.409,1,1,2,13,88,20220220,3,2,45,38,3,BOE-A-2017-5005,N,5937353,alcides.casanova@universidad.es,85,0,0,0,1,S,N,N,N
20130,57,7,30,1,4,5,178,162,183,6.97,10.553,7.457,10.372,6.958,N,N,1,0,2013,2020-06-03,9.628,1,1,2,18,171,20201118,2,1,445,31,3,BOE-A-2016-9024,N,46676884,melania.blazquez@universidad.es,39,0,0,0,0,N,N,N,N
20180,72,3,32,1,4,2,149,26,33,5.331,9.042,6.392,8.991,6.287,S,S,0,1,2018,2021-08-15,12.545,2,2,1,4,32,20221010,2,6,380,19,3,BOE-A-2022-5490,N,67631755,valerio.ortega@universidad.es,93,0,1,0,0,N,N,N,S
20120,22,8,43,15,1,1,187,106,165,10.204,10.544,7.123,10.29,6.743,S,S,1,0,2012,2020-09-26,9.115,2,2,1,3,128,20200802,5,2,494,10,10,BOE-A-2016-6133,N,10770971,javier.pagès@universidad.es,33,0,0,1,0,N,S,N,N
20160,9,4,21,3,5,2,90,52,67,7.675,10.72,9.641,10.684,9.419,S,S,0,0,2016,2021-04-16,7.529,1,1,2,4,60,20210622,1,9,283,28,2,BOE-A-2018-3427,N,13542127,jennifer.orozco@universidad.es,75,1,1,0,1,S,N,S,S
20160,69,7,43,6,1,4,122,54,75,12.945,5.852,5.295,6.266,5.033,S,S,0,1,2016,2023-11-25,8.39,2,2,1,10,70,20230822,5,2,214,8,1,BOE-A-2010-6824,N,56867700,florencia.palomar@universidad.es,11,1,1,0,0,N,N,S,S
20130,56,1,3,9,5,6,26,23,30,9.199,13.518,7.077,13.603,7.528,N,N,0,0,2013,2020-07-11,6.172,2,2,1,1,26,20200718,2,2,369,35,4,BOE-A-2020-1108,N,34152669,ernesto.sierra@universidad.es,5,0,1,1,0,N,S,N,S
20140,62,3,7,6,4,3,73,52,84,12.449,5.528,5.098,5.081,5.325,N,N,1,0,2014,2022-03-08,9.121,1,1,2,10,80,20210612,6,5,242,2,1,BOE-A-2015-4067,N,80233330,pía.pozo@universidad.es,79,1,1,0,0,N,N,S,S
20240,26,4,17,10,3,6,41,21,42,6.692,7.979,6.959,8.392,6.705,N,N,0,0,2024,2022-11-22,5.062,1,1,2,3,30,20231109,3,2,397,12,4,BOE-A-2016-1240,N,32847661,timoteo.galán@universidad.es,83,0,0,1,0,N,S,N,N
20240,84,4,1,10,9,1,183,152,155,8.563,9.749,6.612,10.236,6.31,S,S,1,0,2024,2020-09-25,8.237,2,2,1,2,155,20200407,7,9,62,48,1,BOE-A-2022-2143,N,50905625,alonso.novoa@universidad.es,57,0,0,1,1,S,S,N,N
20230,11,4,26,4,8,6,100,17,24,13.136,5.878,5.827,6.175,5.722,S,S,0,1,2023,2021-05-22,12.899,1,1,2,2,20,20210726,2,3,168,27,1,BOE-A-2013-1210,N,2921981,asdrubal.ocaña@universidad.es,3,1,1,1,1,S,S,S,S
20170,31,3,9,7,10,5,152,128,134,6.568,5.127,5.075,5.116,4.656,S,S,1,0,2017,2022-11-13,7.571,2,2,1,22,129,20221212,5,8,67,9,8,BOE-A-2016-8665,N,6533225,rebeca.buendía@universidad.es,82,0,0,0,0,N,N,N,N
20200,12,8,5,4,1,2,94,48,59,6.417,7.632,5.537,7.26,5.808,S,S,1,0,2020,2020-03-20,6.802,2,2,1,6,59,20211101,1,10,83,10,10,BOE-A-2010-4111,N,32301683,constanza.carbonell@universidad.es,72,0,0,0,0,N,N,N,N
20230,65,8,42,3,1,2,32,10,12,8.036,5.754,5.745,5.261,5.951,S,S,1,1,2023,2020-06-08,10.049,2,2,1,0,11,20221014,8,9,13,23,8,BOE-A-2017-5023,N,38532662,griselda.tomas@universidad.es,20,0,0,1,0,N,S,N,N
20160,31,1,3,12,10,4,67,30,34,10.583,13.136,8.952,13.406,9.001,S,S,0,0,2016,2022-02-26,10.161,1,1,2,7,33,20220403,2,2,196,50,4,BOE-A-2015-7438,N,6533225,rebeca.buendía@universidad.es,82,0,0,0,1,S,N,N,N
20110,31,10,34,9,8,6,114,40,52,12.82,13.346,7.133,13.807,6.82,S,S,0,0,2011,2021-02-05,5.878,1,1,2,10,51,20200127,7,10,288,11,5,BOE-A-2018-6499,N,80233330,pía.pozo@universidad.es,79,1,0,1,1,S,S,S,N
20160,35,9,45,6,2,3,158,132,140,12.394,6.09,5.505,5.829,5.372,S,S,1,1,2016,2023-10-18,6.151,1,1,2,8,135,20200718,4,9,181,26,10,BOE-A-2021-2132,N,91634516,ricardo.boada@universidad.es,34,0,1,0,0,N,N,N,S
20150,81,7,14,11,7,2,130,108,131,7.835,8.284,6.613,8.235,6.933,N,N,1,0,2015,2023-10-22,8.498,2,2,1,8,121,20210802,6,2,74,44,5,BOE-A-2021-5858,N,17849589,glauco.rosa@universidad.es,37,0,1,1,0,N,S,N,S
20190,34,5,25,2,8,2,127,100,164,13.026,11.128,7.587,11.324,7.394,N,N,0,1,2019,2020-02-01,9.237,1,1,2,0,136,20230517,2,8,162,26,4,BOE-A-2021-8331,S,77619624,godofredo.gaya@universidad.es,8,0,0,1,0,N,S,N,N
20220,25,3,23,11,9,4,24,10,18,12.948,7.562,5.77,7.698,5.581,S,S,0,1,2022,2020-07-25,13.235,1,1,2,0,18,20200426,7,1,289,41,10,BOE-A-2019-7736,N,15145751,rodolfo.rocha@universidad.es,66,1,1,0,0,N,N,S,S
20220,94,2,31,12,3,6,196,29,46,8.66,6.292,6.032,6.452,5.939,S,S,1,1,2022,2022-06-19,9.396,2,2,1,3,42,20230227,3,8,396,21,10,BOE-A-2017-8738,N,4259382,eutropio.agullo@universidad.es,19,1,1,1,1,S,S,S,S
20190,62,3,19,12,9,1,70,23,38,7.225,11.377,9.895,11.32,9.607,S,S,0,1,2019,2023-12-13,8.781,1,1,2,3,37,20210123,3,6,272,2,8,BOE-A-2014-1776,N,71394920,lorenza.santamaria@universidad.es,56,1,0,0,1,S,N,S,N
20200,69,3,46,1,8,3,177,114,137,12.178,7.213,6.728,6.993,6.828,S,S,1,0,2020,2021-06-28,5.757,2,2,1,5,137,20220624,1,9,323,21,10,BOE-A-2011-6758,N,7575790,chuy.calatayud@universidad.es,91,0,0,0,0,N,N,N,N
20140,29,5,14,9,3,3,117,96,173,6.079,5.623,5.12,5.816,4.695,N,N,1,0,2014,2020-07-01,5.303,1,1,2,11,171,20230821,6,2,32,34,1,BOE-A-2012-8250,S,38824283,venceslás.gaya@universidad.es,94,1,0,0,1,S,N,S,N
20140,77,8,26,5,3,2,184,21,28,7.656,7.543,7.516,7.995,7.473,S,S,0,0,2014,2023-01-20,6.549,2,2,1,1,23,20200206,2,3,203,7,10,BOE-A-2014-6148,N,25297417,zaida.blazquez@universidad.es,64,0,0,0,1,S,N,N,N
20170,22,1,37,11,9,3,28,28,36,13.435,6.054,5.798,6.162,6.053,N,N,0,1,2017,2021-07-18,7.986,2,2,1,1,31,20230522,4,6,465,11,1,BOE-A-2015-7677,N,50905625,alonso.novoa@universidad.es,57,1,0,1,1,S,S,S,N
20200,3,5,49,6,7,5,126,30,46,6.936,11.811,9.493,11.799,9.302,S,S,0,0,2020,2021-02-08,13.45,2,2,1,3,41,20210203,6,9,199,50,1,BOE-A-2015-5733,S,98182614,leonel.blasco@universidad.es,96,0,0,1,0,N,S,N,N
20200,63,1,28,12,5,3,166,155,160,12.212,11.422,5.116,10.962,4.826,S,S,1,0,2020,2020-07-09,9.028,1,1,2,29,157,20220120,7,4,159,34,8,BOE-A-2016-8193,N,56420024,héctor.talavera@universidad.es,27,1,0,1,0,N,S,S,N
20210,97,6,31,8,7,6,118,84,103,5.188,6.392,5.577,6.24,5.565,S,S,1,1,2021,2021-06-18,7.926,2,2,1,9,96,20211208,3,8,333,19,2,BOE-A-2011-4989,N,97077009,marcelo.llopis@universidad.es,2,0,1,0,1,S,N,N,S
20150,19,7,15,8,4,2,45,41,71,10.105,7.542,6.933,7.576,6.519,N,N,0,0,2015,2020-08-26,9.793,2,2,1,9,60,20230209,8,4,275,25,1,BOE-A-2020-6765,N,42802529,ana belén.polo@universidad.es,98,0,0,1,0,N,S,N,N
20180,55,9,30,2,7,5,162,47,53,10.102,10.591,5.652,10.694,5.678,S,S,0,1,2018,2021-11-13,5.453,2,2,1,9,47,20220720,2,1,31,16,8,BOE-A-2013-9534,N,51335545,otilia.puig@universidad.es,29,0,0,1,1,S,S,N,N
20200,15,1,40,7,1,2,59,59,107,10.81,10.678,5.941,10.418,5.653,N,N,1,0,2020,2020-11-03,6.781,2,2,1,9,68,20230302,4,10,459,34,4,BOE-A-2012-6193,N,38824283,venceslás.gaya@universidad.es,94,1,1,1,0,N,S,S,S
20160,47,8,32,7,8,6,140,41,53,9.355,13.572,6.808,13.568,6.31,S,S,0,1,2016,2023-06-15,7.16,2,2,1,8,41,20220925,2,6,395,35,8,BOE-A-2019-9861,N,97311066,raúl.cid@universidad.es,65,0,1,1,0,N,S,N,S
20160,60,1,28,12,2,5,20,13,21,11.9,10.833,6.501,11.208,6.542,N,N,1,0,2016,2021-06-22,12.492,1,1,2,2,14,20210523,7,4,359,23,8,BOE-A-2021-9730,N,97077009,marcelo.llopis@universidad.es,2,0,1,0,0,N,N,N,S
20200,72,5,12,6,6,4,133,131,208,12.508,9.061,5.114,9.335,5.358,N,N,0,1,2020,2021-05-22,12.341,2,2,1,14,158,20231007,3,2,36,5,5,BOE-A-2020-6998,S,31428626,luna.plana@universidad.es,95,0,0,1,1,S,S,N,N
20100,34,3,21,10,10,1,81,50,96,9.883,11.714,9.886,11.45,9.572,N,N,0,1,2010,2020-03-31,5.677,1,1,2,5,85,20210913,1,9,133,5,1,BOE-A-2019-6814,N,80233330,pía.pozo@universidad.es,79,1,1,1,1,S,S,S,S
20120,75,4,48,12,9,2,157,107,177,6.153,5.357,5.163,5.193,4.695,N,N,0,1,2012,2021-03-09,10.809,2,2,1,25,151,20210106,6,8,53,28,1,BOE-A-2011-5251,N,38532662,griselda.tomas@universidad.es,20,0,0,1,1,S,S,N,N
20150,65,9,36,6,6,4,145,78,99,13.37,8.23,5.144,8.713,5.037,S,S,1,0,2015,2023-10-27,5.064,2,2,1,19,98,20200806,7,7,107,15,10,BOE-A-2022-6219,N,59920305,leonel.castañeda@universidad.es,78,1,0,1,0,N,S,S,N
20100,32,7,45,8,10,5,141,59,83,12.638,8.106,7.025,8.078,7.008,S,S,0,1,2010,2020-06-05,5.408,2,2,1,8,66,20200928,4,9,421,39,9,BOE-A-2017-9747,N,56420024,héctor.talavera@universidad.es,27,0,1,1,0,N,S,N,S
20100,73,1,4,14,3,3,150,49,69,6.692,6.906,5.342,7.271,4.873,S,S,1,0,2010,2022-01-26,5.93,2,2,1,10,63,20200709,7,3,413,34,6,BOE-A-2013-4293,N,33220503,gerónimo.estrada@universidad.es,59,0,1,0,1,S,N,N,S
20180,94,6,43,1,7,1,37,29,46,8.001,5.639,5.083,6.022,5.58,N,N,1,0,2018,2020-07-30,12.827,1,1,2,2,41,20200606,5,2,320,13,4,BOE-A-2022-3732,N,25297417,zaida.blazquez@universidad.es,64,0,1,1,1,S,S,N,S
20230,4,2,39,13,2,4,133,82,122,12.198,10.758,5.183,11.119,5.083,S,S,1,1,2023,2022-09-21,7.542,2,2,1,19,83,20201030,1,3,247,33,10,BOE-A-2011-8616,N,18808678,odalis.cañas@universidad.es,92,0,1,0,0,N,N,N,S
20230,73,4,27,15,1,6,138,14,20,5.435,10.55,9.972,10.178,9.678,S,S,1,0,2023,2023-01-04,8.05,1,1,2,0,17,20230322,4,1,158,32,5,BOE-A-2018-9780,N,2921981,asdrubal.ocaña@universidad.es,3,0,0,0,0,N,N,N,N
20140,45,2,26,10,7,1,86,13,26,10.688,9.688,6.054,9.506,5.598,S,S,0,0,2014,2022-10-09,10.148,1,1,2,3,21,20200705,2,3,111,1,8,BOE-A-2015-5545,N,50418290,maría josé.puente@universidad.es,32,0,1,1,0,N,S,N,S
20200,41,3,48,13,8,5,35,24,29,5.516,10.356,6.018,10.851,6.23,S,S,0,0,2020,2022-06-26,12.316,1,1,2,2,26,20210904,6,8,172,41,9,BOE-A-2013-9359,N,62143331,emperatriz.arregui@universidad.es,51,0,0,0,1,S,N,N,N
20190,60,9,21,14,8,3,116,58,63,6.783,6.07,5.442,5.577,5.262,S,S,0,0,2019,2021-10-10,6.322,1,1,2,14,58,20211114,1,9,444,15,3,BOE-A-2019-7425,N,4259382,eutropio.agullo@universidad.es,19,0,0,1,1,S,S,N,N
20170,98,8,2,8,1,2,38,21,32,6.162,6.379,6.176,6.278,6.6,S,S,0,0,2017,2023-06-10,12.622,2,2,1,2,26,20230924,8,6,150,25,6,BOE-A-2014-1804,N,18176954,gregorio.zurita@universidad.es,23,1,1,1,1,S,S,S,S
20120,39,1,42,10,9,5,188,37,70,12.419,8.945,7.418,9.207,7.525,S,S,0,0,2012,2022-07-29,12.18,1,1,2,3,65,20230828,8,9,199,26,7,BOE-A-2011-7120,N,6078694,hernando.puente@universidad.es,10,0,0,1,0,N,S,N,N
20110,53,4,24,10,3,6,110,13,20,13.358,9.751,9.255,9.828,9.552,S,S,1,0,2011,2020-08-24,7.606,2,2,1,1,19,20220306,4,9,132,20,5,BOE-A-2015-9194,N,80251151,francisco jose.sotelo@universidad.es,100,1,0,1,1,S,S,S,N
20100,100,4,50,8,4,4,102,33,48,7.076,5.982,5.283,6.12,4.817,S,S,0,1,2010,2022-07-14,11.474,1,1,2,0,38,20201001,3,5,7,7,1,BOE-A-2017-2159,N,46676884,melania.blazquez@universidad.es,39,0,1,0,1,S,N,N,S
20110,84,5,39,1,4,2,165,59,115,11.285,8.202,6.515,8.433,6.068,S,S,1,1,2011,2021-09-28,12.713,2,2,1,13,83,20230618,1,3,473,7,4,BOE-A-2016-3868,S,50418290,maría josé.puente@universidad.es,32,1,0,0,0,N,N,S,N
20130,4,2,46,7,2,5,75,66,101,8.382,7.544,6.862,7.339,6.855,N,N,0,0,2013,2020-03-17,10.735,1,1,2,2,76,20201003,1,9,29,3,4,BOE-A-2021-9969,N,53991141,jennifer.catalán@universidad.es,86,1,0,1,1,S,S,S,N
20170,61,1,6,10,9,2,49,39,76,8.437,13.591,9.819,13.908,9.756,N,N,1,1,2017,2022-08-10,9.409,2,2,1,1,60,20210829,4,3,429,30,8,BOE-A-2015-7186,N,32847661,timoteo.galán@universidad.es,83,0,0,1,1,S,S,N,N
20180,24,5,35,2,4,2,23,22,25,10.235,9.518,8.016,9.335,8.444,N,N,0,1,2018,2020-04-04,8.112,1,1,2,5,23,20200514,8,7,474,8,9,BOE-A-2021-5990,S,97311066,raúl.cid@universidad.es,65,1,0,1,1,S,S,S,N
20120,64,5,4,12,5,3,74,18,23,5.477,6.588,5.507,6.241,5.594,S,S,0,0,2012,2022-02-03,9.489,2,2,1,0,22,20211120,7,3,222,21,5,BOE-A-2020-1548,S,72383656,adelardo.mendez@universidad.es,36,1,0,0,1,S,N,S,N
20230,19,3,29,12,7,1,58,32,37,12.734,12.832,10.428,13.262,10.085,S,S,0,0,2023,2021-05-30,9.601,2,2,1,5,32,20201015,5,2,180,17,9,BOE-A-2017-1430,N,80251151,francisco jose.sotelo@universidad.es,100,0,1,0,0,N,N,N,S
20110,35,9,24,5,4,4,153,37,72,6.611,9.982,8.821,9.617,8.8,S,S,1,0,2011,2022-11-18,9.07,1,1,2,6,66,20231005,4,9,75,42,8,BOE-A-2011-8986,N,88824290,fabio.pinto@universidad.es,35,1,0,1,1,S,S,S,N
20120,85,10,4,14,1,2,30,14,22,5.92,5.913,5.031,5.433,5.242,S,S,1,0,2012,2020-03-02,5.902,2,2,1,1,15,20230419,7,3,318,26,2,BOE-A-2011-8584,N,8087373,luz.ortuño@universidad.es,16,1,1,0,1,S,N,S,S
20200,11,7,44,4,2,4,36,11,18,5.951,13.252,8.584,13.621,9.032,S,S,1,1,2020,2022-11-26,8.362,2,2,1,2,18,20220522,7,3,67,21,10,BOE-A-2020-9578,N,15145751,rodolfo.rocha@universidad.es,66,0,1,1,0,N,S,N,S
20150,8,5,47,10,9,5,148,118,189,7.687,7.969,5.527,8.361,5.449,N,N,1,0,2015,2023-09-07,6.463,2,2,1,26,155,20210203,8,6,207,23,5,BOE-A-2014-2504,S,51335545,otilia.puig@universidad.es,29,1,0,0,1,S,N,S,N
20180,14,9,27,9,6,1,103,77,120,11.347,13.268,5.524,13.057,5.677,N,N,1,0,2018,2021-09-28,10.014,2,2,1,5,103,20230130,4,1,434,14,7,BOE-A-2013-6891,N,46676884,melania.blazquez@universidad.es,39,1,0,1,0,N,S,S,N
20120,45,2,14,7,3,4,123,25,41,5.838,5.094,5.052,5.559,5.279,S,S,0,1,2012,2020-12-13,10.33,2,2,1,3,30,20210812,6,2,472,21,3,BOE-A-2011-3791,N,56269520,fortunata.uría@universidad.es,69,1,1,0,1,S,N,S,S
20130,91,3,3,1,7,1,161,98,117,10.904,12.002,11.868,12.281,11.378,S,S,0,1,2013,2021-09-07,11.785,2,2,1,21,117,20220702,2,2,58,15,10,BOE-A-2015-8097,N,71394920,lorenza.santamaria@universidad.es,56,0,0,1,0,N,S,N,N
